rating_value,rating_title,atuthor_name,rating_time,Value_1,Technology,Interior,Exterior_Design,Build_Quality,Reliability,Safety,Performance,Comfort,Value_2,Fun_To_Drive,reviews,pros,cons
5,I CAN'T BELIEVE ITS A HYUNDAI,johnnyb ,07/30/2008,,,5,5,5,5,,5,5,5,5,"I can tell you from owning a BMW, that the Hyundai Genesis is a very comparable and as high a quality as you can believe.It has great extras with the navigation and bluetooth. You can't ask for much more in a beautiful car. Great style and luxury.",love the front gill not having the flying H. ,The only bad thing that I can really complain about is the passenger seat is not cooled like the drivers. 
5,Great Car,JM ,07/29/2008,,,5,5,5,5,,5,5,5,5,"A better car in all respects to my 06 Lincoln LS. I chose this car over Acura, MB, and Buicks I test drove. The car is a deal even at $33k-$37K for the V6 model. Black and Silver look great in this car. No cassette player- this is 2008.  I have a 2000 Elantra with over 200K miles and it has been problem free.","Looks, price, interior and seats. Leather covered dash",It needs better advertising
5,Better than I ever thought it could be!,Chris ,07/29/2008,,,5,5,5,5,,5,5,5,5,"After turning in my lease and getting bait and switched by the dealer on my Infiniti G35, I decided to test drive the Genesis, as I had followed since seeing the Super Bowl ad.  All I can say is I am so glad the folks at Infiniti BS'd me on the new payment!  I would have missed out on the best vehicle I have ever driven.  Everything from top to bottom is so well done.  If this is Hyundai's first attempt at a luxury vehicle, I can wait to see what they come up with next.  This is a $60-70K car with a $35K price tag!  ",Interior is unreal.  Sound system (Lexicon) great as well.  Love the look and the illumination at night.,Standard nav maybe?  Nothing else.
5,Hyundai won this battle.,Jose Machado ,07/26/2008,,,5,5,5,5,,5,5,5,5,"I bought my car a couple days ago and I can tell you that this a nice car, I compared this car with the Lexus gs 350 and the Infiniti g35 and the handling, ride and quietness of this car is superior.","Quality, room, finish",back sensor with the prem. + pkg
5,Awesome Ride,deeezldoc ,07/25/2008,,,5,5,5,5,,5,5,5,5,"I've owned BMW and Lexus-my Genesis 3.8L is more comfortable and has a firm, quiet, comfortable ride.  Plenty of power but great mileage for a 3.8L.  I couldn't be happier-I've researched and waited for this car since I saw it on the Super Bowl ads.  Look out Lexus-here comes Genesis.   ",Great exterior styling and luxurious interior with lots of room.  ,Folding rear seats.
4.875,Genesis ROCKS!,impressedbo1 ,07/24/2008,,,5,5,5,5,,4,5,5,5,Drove the car for the first time yesterday and all I can say is WOW! Never thought driving a Hyundai could be so fun or engaging yet so relaxing and assuring. Feels more secure than any BMW I've ever driven definitely more on par with an A8 as far as structural feel. In performance driving the car has such a neutral feeling and is very balanced weather on or off the accelerator. I don't think the ESP even tried to keep the car in line it just did it on it's own. This car looks great with tight wheel well gaps (looks like it's already lowered) and sharp tight body lines. The only thing I might change is the rear tail lamps so it looks less like an Infiniti.,Technology packages is really cool don't think the car would be quite as impressive without that. Love the USB port and Ipod connectivity in the center console. This car drives perfect in my eyes if you need more power I am sure the V8 will be plenty for most anyone as I am satisfied with the V6. ,"I haven't figured out if it can play music over the blue tooth connection yet, In the winter I think headlamp washers might be helpful for us in climate zones that see bad weather. I hope that the DIS system can get updated software to keep up to date with new technology."
5,Hyundai has hit a 10!,Richard Ojeh ,07/21/2008,,,5,5,5,5,,5,5,5,5,"I previously was the owner of a 2006 Hyundai Azera which I traded in for the 2009 Hyundai Genesis w/Tech Pkg. Absolutely the best bang for you buck on the market today. This car has lived up to the hype. This car is definitely 7 Series size, 5 Series performance, 3 Series price!","Bluetooth, HID Adaptive headlights, heated and cooled seats, Navigation system, LED Taillights, Lexicon 17 spkr surround sound system, ride, quality, quietness, composure",Not much that's needed on this car.
4,Best Hyundai,dlflyboy ,07/21/2008,,,4,4,4,4,,4,4,4,4,"Just took delivery on July 15th. It's a nice car. Good looks and ride. Nice features. I average 23mpg mixed driving. The car has a nice exterior design. Inside is kinda boring. Get the Lexicon sound system. You'll love it (I know I do). However, the cd changer had to be replaced (stopped working). The service department is not up to par with other luxury dealers (especially BMW). Loaners are nice when your car is in the shop for a day (the shuttle vans don't cut it). And for the amount of time I own a car (usually 3 yrs) BMW still has the best warranty. Love the standard maintenance warranty (4yr 50k). At the end of the day this is still just a Hyundai. But, overall I'm happy with the car.",Sound system,Navi missing some features the other luxos have. Better cabin. It's a little bland. And how about a front passenger cooled seat as well (and rear heated seats). Don't skimp. 
5,Giant Killer,jay   ,07/20/2008,,,5,5,5,5,,5,5,5,5,"What a great car!!  Makes you totally rethink the brand.  The interior is a lot lot better than what the pics show in the web or in magazines.  The fit and finish is very good and the Lexicon really is AMAZING!!  I thought the steering would feel too light as a lot of bigger luxury cars tend to be, but i was pleasantly surprised...it's no sports sedan in feel but it has a good amount of resistance and good on center feel. Only gripe is the bluetooth, no wheel mounted controls and does not come through the cars existing speakers.  Go test drive one with an open mind and you will soon forget all that you thought was a Hyundai.  I give it an A.",Good overall looks inside and out.  Very comfy and roomy interior. Lexicon sound system.  Good looking wheels for a Luxury sedan.  Rear wheel drive.  Value.,"Bluetooth...no steering wheel mounted controls and does not come through audio system speakers.  Change the brand to Genesis, Hyundai name still carries too much negative baggage."
5,Seven series killer,James ,07/17/2008,,,5,5,5,5,,5,5,5,5,"Believe it or not I once believed that Hyundai was an inferior brand, after buying my Genesis And driving the car for the last week I must say that anyone in the large performance Luxury Market would be foolish not to buy this car every aspect of this automobile screams Luxury From the twelve way power seat to the throaty almost three hundred Horsepower v-6 I have owned a diverse selection of luxury cars and I have to say I have never been more impressed with a vehicle.  I am also surprised how many people break their neck looking at the car If you are considering a new Luxury car drive all others first and then drive the Genesis.  better yet just drive it first then take it home ",stunning European design ,no complaints here 
3.625,Hyundai Genesis,vjk6666 ,07/16/2008,,,5,4,4,3,,4,2,2,5,Ride is busy.. reflecting a stiffer suspension than the Azera. Rear seats do not fold. No passenger seat memory. Rear leg room limited for a 115 in wheelbase. Interior is nicely finished. Cassette tape player not included.,Compact styling,See above
4.875,Genesis is an Excellent Car!,Wfoster ,07/09/2008,,,5,5,5,5,,5,5,4,5,"The Hyundai Genesis is an outstanding car and performs very well.   This is a luxury sedan that is powerful, quiet, luxurious, attractive and priced very competitively.   Handles very well w/ a sporty ride.  Great fuel efficiency for a 3.8L V-6 engine.  The instrumentation is great and the sound system is top of the line.  I compared the Mercedes E- Class, Lexus 350, Jaguar XF, Infiniti M-35/45 and BMW 5 Series before I chose this vehicle.  I think its equal or superior in most aspects, yet was less costly than all of the other vehicles I compared.  Great value.   Hyundai has a real winner in my opinion!","Styling, Instrumentation, Sound System, Seating Comfort, Quiet Ride, Engine Performance / Power, Fuel Efficiency",
5,UNBELIEVABLE,kwiss ,07/05/2008,,,5,5,5,5,,5,5,5,5,"This car is truly unreal.  I did all my research, drove all the cars on my list and hands down the Genesis blew the competition away.  I am extremely happy with my brand new Hyundai!","Quality of materials, transmission, ride",none at this time.
4.75,1st Hyundai Genesis,shadowplayer51 ,06/27/2008,,,5,5,5,5,,5,5,4,4,"Today I got the new Genesis, the first one sold in the U.S according to the factory the dealership got them from. The interior is as awesome as promised. I am 6'3"" and my 6'2"" son fits behind me with plenty of room. I got the premium plus package and everything is awesome. Black on Black with Metallic Paint, and I am happy to say that it will be possible to debadge the car.  Like I said the interior is spacious and comfortable with plush leather. XM and Bluetooth and 6-disc changer, the 14 speaker Lexicon system is AWESOME.","XM, Size, speaker's, looks, Bluetooth","More cars, only 10 max will be sold per dealership this year, but that just means the car will remain very exclusive for the next year or so"
